id,name,now_cost,position,team,goals_conceded,points_per_game_rank,selected_rank_type,starts_per_90,penalties_saved,creativity_rank,chance_of_playing_next_round,penalties_order,bonus,transfers_out_event,bps,expected_goals_conceded_per_90,red_cards,influence_rank,expected_assists,threat_rank_type,region,now_cost_rank_type,points_per_game,now_cost_rank,clean_sheets,influence,yellow_cards,points_per_game_rank_type,total_points,expected_goals,creativity,own_goals,creativity_rank_type,expected_goals_per_90,news,expected_goal_involvements,cost_change_event,cost_change_start,threat_rank,transfers_in,expected_goal_involvements_per_90,status,ep_next,penalties_missed,saves_per_90,selected_by_percent,minutes,transfers_in_event,dreamteam_count,expected_goals_conceded,clean_sheets_per_90,ict_index_rank,form,ep_this,selected_rank,saves,in_dreamteam,form_rank_type,direct_freekicks_order,news_added,ict_index,cost_change_start_fall,starts,web_name,value_form,event_points,transfers_out,expected_assists_per_90,cost_change_event_fall,goals_scored,chance_of_playing_this_round,ict_index_rank_type,corners_and_indirect_freekicks_order,influence_rank_type,assists,threat,goals_conceded_per_90,value_season,form_rank
436,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,2,62,78,1.0,0,238,,,1,3031,76,0.76,0,86,0.12,75,30.0,107,4.2,498,2,72.4,0,17,17,0.00,13.1,0,71,0.0,,0.12,0,0,245,35310,0.03,a,5.0,0,0.0,0.7,360,14754,0,3.04,0.5,176,5.0,4.5,220,0,False,5,,,9.2,0,4,Murillo,1.1,6,21826,0.03,0,0,,50,,27,0,6.0,0.5,3.8,29
437,Neco Williams,45,DEF,Nott'm Forest,2,133,83,0.96,0,86,,,0,3299,42,0.7,0,136,0.18,15,244.0,72,2.5,390,1,55.8,1,40,10,0.43,48.9,0,14,0.14,,0.61,0,0,98,34186,0.2,a,3.0,0,0.0,0.6,280,1231,0,2.19,0.32,96,3.0,2.5,230,0,False,27,3.0,,14.5,0,3,N.Williams,0.7,1,25976,0.06,0,0,,20,,50,0,40.0,0.64,2.2,93
438,Omar Richards,45,DEF,Nott'm Forest,0,520,193,0.0,0,510,0.0,,0,208,0,0.0,0,511,0.00,190,,67,0.0,383,0,0.0,0,199,0,0.00,0.0,0,200,0.0,Loaned to Rio Ave,0.00,0,0,467,33,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,517,0.0,0.0,571,0,False,200,,2024-08-22T11:19:23.101534Z,0.0,0,0,O.Richards,0.0,0,3876,0.0,0,0,0.0,201,,201,0,0.0,0.0,0.0,507
439,Lewis O'Brien,50,MID,Nott'm Forest,0,619,301,0.0,0,615,0.0,,0,3,0,0.0,0,613,0.00,269,,148,0.0,229,0,0.0,0,281,0,0.00,0.0,0,280,0.0,On loan to Los Angeles Football Club for the rest of the season,0.00,0,0,598,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,617,0.0,0.0,658,0,False,278,,2024-08-01T07:01:57.624673Z,0.0,0,0,O'Brien,0.0,0,99,0.0,0,0,0.0,281,,278,0,0.0,0.0,0.0,613
440,Andrew Omobamidele,44,DEF,Nott'm Forest,0,504,179,0.0,0,485,,,0,265,0,0.0,0,495,0.00,179,104.0,146,0.0,556,0,0.0,0,191,0,0.00,0.0,0,192,0.0,,0.00,0,-1,436,300,0.0,a,0.0,0,0.0,0.1,0,56,0,0.00,0.0,501,0.0,-0.5,499,0,False,191,,,0.0,1,0,Omobamidele,0.0,0,2774,0.0,0,0,,193,,193,0,0.0,0.0,0.0,489
441,Jonathan Panzo,40,DEF,Nott'm Forest,0,426,215,0.0,0,401,0.0,,0,5,0,0.0,0,416,0.00,114,,174,0.0,602,0,0.0,0,137,0,0.00,0.0,0,136,0.0,On a season long loan to Rio Ave,0.00,0,0,342,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,422,0.0,0.0,655,0,False,133,,2024-07-18T09:44:17.568948Z,0.0,0,0,Panzo,0.0,0,95,0.0,0,0,0.0,138,,138,0,0.0,0.0,0.0,407
442,Ibrahim Sangaré,45,MID,Nott'm Forest,2,247,42,1.27,0,205,0.0,,0,30630,26,0.84,0,200,0.06,99,54.0,232,1.3,386,1,38.8,2,126,4,0.02,16.4,0,129,0.01,Hamstring injury - Expected back 23 Nov,0.08,0,0,165,150594,0.04,i,0.0,0,0.0,2.2,212,1714,0,1.98,0.42,215,0.7,0.1,130,0,False,141,,2024-09-12T15:00:06.800627Z,7.4,0,3,Sangaré,0.2,0,148267,0.03,0,0,75.0,109,,80,0,19.0,0.85,0.9,282
443,Matz Sels,45,GKP,Nott'm Forest,2,30,19,1.0,0,496,,,3,9256,68,0.76,0,77,0.00,49,21.0,15,5.0,356,2,76.0,1,4,20,0.00,0.0,0,53,0.0,,0.00,0,0,450,180835,0.0,a,5.7,0,2.5,2.2,360,49860,0,3.04,0.5,208,5.7,5.2,128,10,False,3,,,7.6,0,4,Sels,1.3,9,84500,0.0,0,0,,15,,16,0,0.0,0.5,4.4,18
444,Harry Toffolo,44,DEF,Nott'm Forest,1,288,177,0.0,0,301,,,0,365,0,1.68,0,308,0.01,72,241.0,119,1.0,522,0,9.6,0,95,1,0.02,3.0,0,95,0.05,,0.03,0,-1,241,453,0.07,a,0.0,0,0.0,0.1,36,74,0,0.67,0.0,332,0.0,-0.5,487,0,False,171,,,1.9,1,0,Toffolo,0.0,0,3271,0.02,0,0,,109,3.0,107,0,6.0,2.5,0.2,465
446,Hwang Ui-jo,45,FWD,Nott'm Forest,0,518,19,0.0,0,508,0.0,,0,41644,0,0.0,0,509,0.00,40,114.0,64,0.0,381,0,0.0,0,45,0,0.00,0.0,0,43,0.0,Transferred to Alanyaspor,0.00,0,0,465,317328,0.0,u,0.0,0,0.0,2.7,0,0,0,0.00,0.0,515,0.0,0.0,113,0,False,42,,2024-09-10T11:39:20.038647Z,0.0,0,0,Ui-jo,0.0,0,215178,0.0,0,0,0.0,42,,40,0,0.0,0.0,0.0,505
447,Chris Wood,61,FWD,Nott'm Forest,1,27,9,1.14,0,112,,,6,45592,70,0.67,0,58,0.13,3,154.0,20,5.2,73,3,84.0,1,8,21,1.55,40.5,0,11,0.44,,1.68,0,1,7,583752,0.48,a,4.0,0,0.0,7.3,315,80576,0,2.36,0.86,26,4.0,3.5,59,0,False,11,,,28.4,-1,4,Wood,0.7,2,426633,0.04,0,2,,6,,10,0,159.0,0.29,3.4,61
448,Joe Worrall,45,DEF,Nott'm Forest,0,521,189,0.0,0,511,0.0,,0,285,0,0.0,0,512,0.00,191,,68,0.0,384,0,0.0,0,200,0,0.00,0.0,0,201,0.0,Transferred to Burnley,0.00,0,0,468,71,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,518,0.0,0.0,551,0,False,201,,2024-08-26T10:09:19.430328Z,0.0,0,0,Worrall,0.0,0,3947,0.0,0,0,0.0,202,,202,0,0.0,0.0,0.0,508
449,Ryan Yates,50,MID,Nott'm Forest,1,126,127,0.41,0,113,100.0,,2,1500,47,0.81,0,231,0.05,50,241.0,133,2.8,211,1,27.2,1,54,11,0.26,40.3,0,82,0.11,,0.31,0,0,82,24850,0.13,a,1.3,0,0.0,0.2,221,498,0,2.00,0.41,139,1.3,0.8,361,0,False,106,,2024-08-30T04:00:05.695621Z,11.5,0,1,Yates,0.3,2,22370,0.02,0,0,100.0,78,,99,1,47.0,0.41,2.2,209
531,James Ward-Prowse,63,MID,Nott'm Forest,1,194,64,0.85,0,305,,,0,5300,16,1.03,0,292,0.01,295,241.0,43,2.0,64,1,13.6,0,94,4,0.00,2.8,0,174,0.0,,0.01,0,-2,647,10992,0.01,a,1.0,0,0.0,0.9,106,1979,0,1.21,0.85,339,1.0,0.5,200,0,False,137,,,1.7,2,1,Ward-Prowse,0.2,3,104290,0.01,0,0,,169,,137,0,0.0,0.85,0.6,267
573,Nikola Milenković,45,DEF,Nott'm Forest,1,52,119,1.0,0,178,,,0,910,48,0.61,0,205,0.02,31,190.0,79,4.7,398,2,37.8,0,15,14,0.98,21.4,0,45,0.33,,1.00,0,0,157,12240,0.34,a,4.7,0,0.0,0.3,270,4425,0,1.82,0.67,196,4.7,4.2,325,0,False,8,,,8.0,0,3,Milenković,1.0,6,8649,0.01,0,0,,62,,80,0,21.0,0.33,3.1,37
596,João Pedro Ferreira Silva,60,MID,Nott'm Forest,0,372,158,0.0,0,237,,,0,658,14,0.82,0,320,0.03,294,173.0,56,1.0,86,0,8.6,0,192,3,0.00,13.3,0,144,0.0,,0.03,0,0,645,3955,0.25,a,1.0,0,0.0,0.1,11,407,0,0.10,0.0,326,1.0,0.5,442,0,False,136,,,2.2,0,0,Jota Silva,0.2,1,9183,0.25,0,0,,163,,158,0,0.0,0.0,0.5,266
620,Ramón Sosa,55,MID,Nott'm Forest,0,364,258,0.0,0,180,,,0,141,5,0.27,0,337,0.06,136,168.0,76,1.0,129,0,6.2,0,187,1,0.09,20.8,0,119,0.81,,0.15,0,0,237,662,1.35,a,0.3,0,0.0,0.0,10,143,0,0.03,0.0,296,0.3,-0.2,588,0,False,191,,,3.4,0,0,Sosa,0.1,0,541,0.54,0,0,,146,,168,0,7.0,0.0,0.2,374
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,0,305,209,0.0,0,536,,,0,52,4,0.9,0,362,0.00,200,30.0,102,1.0,443,0,3.0,0,108,1,0.00,0.0,0,206,0.0,,0.00,0,0,501,250,0.0,a,2.0,0,0.0,0.0,9,143,0,0.09,0.0,381,1.0,1.5,622,0,False,78,,,0.3,0,0,Morato,0.2,1,83,0.0,0,0,,124,,123,0,0.0,0.0,0.2,239
14,Aaron Ramsdale,44,GKP,Southampton,6,132,22,1.0,0,473,,,0,7290,17,2.72,0,82,0.00,38,241.0,31,2.5,543,0,73.2,0,19,5,0.00,0.0,0,42,0.0,,0.00,0,-1,424,151574,0.0,a,1.7,0,5.5,1.9,180,24818,0,5.45,0.0,218,1.7,1.2,138,11,False,16,,,7.3,1,2,Ramsdale,0.4,3,62755,0.0,0,0,,18,,17,0,0.0,3.0,1.1,162
27,Cameron Archer,50,FWD,Southampton,4,384,25,0.63,0,304,,2.0,0,14663,6,2.5,0,312,0.02,21,241.0,48,0.8,234,0,9.6,0,40,3,1.02,2.8,0,33,0.64,,1.04,0,0,56,133148,0.65,a,0.7,1,0.0,1.7,143,18348,0,3.97,0.0,205,0.7,0.2,155,0,False,27,,,7.8,0,1,Archer,0.1,0,96258,0.01,0,0,,24,,25,0,65.0,2.52,0.6,297
188,Lesley Ugochukwu,45,MID,Southampton,2,172,87,1.43,0,243,,,0,2520,2,2.64,0,303,0.01,149,73.0,271,2.0,466,0,10.2,0,76,2,0.21,12.5,0,148,0.3,,0.22,0,0,269,27657,0.31,a,0.7,0,0.0,0.4,63,6046,0,1.85,0.0,312,0.7,0.2,264,0,False,142,,,2.7,0,1,Ugochukwu,0.2,2,19220,0.01,0,0,,154,,147,0,4.0,2.86,0.4,284
397,Ryan Fraser,49,MID,Southampton,1,321,230,0.0,0,360,,,0,178,6,2.84,0,371,0.00,246,243.0,180,1.0,276,0,2.0,0,156,1,0.00,0.3,0,199,0.0,,0.00,0,-1,559,977,0.0,a,0.3,0,0.0,0.0,26,91,0,0.82,0.0,387,0.3,-0.2,552,0,False,170,,,0.2,1,0,Fraser,0.1,1,1885,0.0,0,0,,198,,186,0,0.0,3.46,0.2,347
450,Carlos Alcaraz Durán,49,MID,Southampton,0,336,220,0.0,0,209,0.0,,0,649,4,0.0,0,322,0.03,100,,217,1.0,327,0,8.4,0,168,1,0.07,15.9,0,132,0.7,Permanent transfer to Flamengo,0.10,0,-1,166,1072,1.0,u,0.0,0,0.0,0.0,9,0,0,0.00,0.0,280,0.0,0.0,538,0,False,272,,2024-08-30T09:48:28.633540Z,4.3,1,0,Alcaraz,0.0,0,8072,0.3,0,0,0.0,138,,160,0,19.0,0.0,0.2,605
451,Samuel Amo-Ameyaw,45,MID,Southampton,0,308,142,0.0,0,224,,,0,984,4,0.0,0,351,0.13,137,241.0,270,1.0,465,0,4.0,0,146,1,0.02,15.0,0,138,0.2,,0.15,0,0,244,7952,1.5,a,0.0,0,0.0,0.1,9,742,0,0.00,0.0,317,0.0,-0.5,408,0,False,232,,,2.5,0,0,Amo-Ameyaw,0.0,0,6749,1.3,0,0,,156,,177,0,6.0,0.0,0.2,548
452,Joe Aribo,50,MID,Southampton,5,183,194,1.2,0,82,,,0,696,37,2.04,0,234,0.49,91,157.0,127,2.0,203,0,26.2,0,85,6,0.53,50.3,0,65,0.21,,1.02,0,0,145,3166,0.41,a,1.3,0,0.0,0.1,225,181,0,5.10,0.0,160,1.3,0.8,500,0,False,105,,,10.3,0,3,Aribo,0.3,0,3767,0.2,0,0,,88,,102,0,26.0,2.0,1.2,208
453,Adam Armstrong,54,FWD,Southampton,3,254,34,1.32,0,203,,1.0,0,15603,6,1.48,0,305,0.14,24,241.0,39,1.3,143,0,10.0,1,25,4,0.78,16.7,0,19,0.34,,0.92,-1,-1,72,69903,0.4,a,0.7,0,0.0,1.1,205,4703,0,3.36,0.0,197,0.7,0.2,192,0,False,28,,,8.0,1,3,Armstrong,0.1,0,125835,0.06,1,0,,23,,24,0,54.0,1.32,0.7,301
454,Gavin Bazunu,44,GKP,Southampton,0,502,57,0.0,0,482,0.0,,0,1292,0,0.0,0,493,0.00,42,104.0,35,0.0,553,0,0.0,0,63,0,0.00,0.0,0,46,0.0,Achilles injury - Expected back 15 Feb,0.00,0,-1,433,925,0.0,i,0.0,0,0.0,0.2,0,84,0,0.00,0.0,499,0.0,0.0,394,0,False,61,,2024-08-23T09:30:06.171400Z,0.0,1,0,Bazunu,0.0,0,16224,0.0,0,0,0.0,63,,63,0,0.0,0.0,0.0,487
455,Jan Bednarek,40,DEF,Southampton,8,259,39,1.03,0,150,,,0,9886,31,2.1,0,44,0.06,80,172.0,167,1.2,592,0,94.2,1,74,5,0.00,29.6,0,35,0.0,,0.06,0,0,261,274843,0.02,a,1.0,0,0.0,3.3,350,15725,0,8.15,0.0,121,1.0,0.5,102,0,False,65,,,12.7,0,4,Bednarek,0.2,1,89208,0.02,0,0,,30,,12,0,4.0,2.06,1.2,223
456,Armel Bella-Kotchap,40,DEF,Southampton,0,448,113,0.0,0,425,,,0,1184,0,0.0,0,439,0.00,126,80.0,192,0.0,632,0,0.0,0,147,0,0.00,0.0,0,148,0.0,,0.00,0,0,366,5565,0.0,a,0.0,0,0.0,0.3,0,502,0,0.00,0.0,445,0.0,-0.5,310,0,False,143,,,0.0,0,0,Bella-Kotchap,0.0,0,10618,0.0,0,0,,149,,149,0,0.0,0.0,0.0,429
457,James Bree,40,DEF,Southampton,0,420,146,0.0,0,394,,,0,606,0,0.0,0,409,0.00,109,241.0,169,0.0,595,0,0.0,0,133,0,0.00,0.0,0,131,0.0,,0.00,0,0,335,3099,0.0,a,0.0,0,0.0,0.2,0,311,0,0.00,0.0,415,0.0,-0.5,393,0,False,128,,,0.0,0,0,Bree,0.0,0,5197,0.0,0,0,,133,3.0,133,0,0.0,0.0,0.0,400
458,Shea Charles,45,MID,Southampton,0,539,203,0.0,0,530,0.0,,0,470,0,0.0,0,531,0.00,198,,248,0.0,433,0,0.0,0,223,0,0.00,0.0,0,223,0.0,Has joined Sheffield Wednesday on a season-long loan,0.00,0,0,493,1091,0.0,u,0.0,0,0.0,0.1,0,0,0,0.00,0.0,536,0.0,0.0,513,0,False,214,,2024-08-29T11:10:39.600629Z,0.0,0,0,Charles,0.0,0,4926,0.0,0,0,0.0,221,,217,0,0.0,0.0,0.0,527
459,Samuel Edozie,49,MID,Southampton,0,398,260,0.0,0,186,0.0,,0,329,6,0.44,0,307,0.15,94,,214,0.5,324,0,9.8,1,204,1,0.00,19.0,0,122,0.0,Loaned to Anderlecht,0.15,0,-1,152,463,0.21,u,0.0,0,0.0,0.0,64,0,0,0.31,0.0,260,0.3,0.0,592,0,False,179,,2024-09-10T11:28:17.403794Z,5.1,1,0,Edozie,0.1,0,1814,0.21,0,0,0.0,128,,150,0,22.0,0.0,0.2,357
460,Ronnie Edwards,40,DEF,Southampton,0,454,141,0.0,0,430,,,0,648,0,0.0,0,444,0.00,130,241.0,196,0.0,638,0,0.0,0,151,0,0.00,0.0,0,151,0.0,,0.00,0,0,372,3064,0.0,a,0.0,0,0.0,0.2,0,303,0,0.00,0.0,450,0.0,-0.5,381,0,False,147,,,0.0,0,0,Edwards,0.0,0,5671,0.0,0,0,,152,,152,0,0.0,0.0,0.0,435
461,Taylor Harwood-Bellis,40,DEF,Southampton,4,278,14,1.18,0,137,,,0,32307,9,1.76,0,150,0.07,71,241.0,183,1.0,614,0,49.6,2,85,4,0.00,33.6,0,28,0.0,,0.07,0,0,240,348362,0.03,a,1.0,0,0.0,10.6,229,16735,0,4.49,0.0,179,1.0,0.5,41,0,False,67,,,9.0,0,3,Harwood-Bellis,0.2,1,263044,0.03,0,0,,52,,57,0,6.0,1.57,1.0,225
462,Kamaldeen Sulemana,50,MID,Southampton,0,629,295,0.0,0,626,0.0,,0,34,0,0.0,0,625,0.00,276,81.0,161,0.0,253,0,0.0,0,287,0,0.00,0.0,0,286,0.0,Ankle injury - Expected back 30 Sep,0.00,0,0,612,186,0.0,i,0.0,0,0.0,0.0,0,15,0,0.00,0.0,629,0.0,0.0,648,0,False,285,,2024-08-05T15:00:04.500770Z,0.0,0,0,Kamaldeen,0.0,0,482,0.0,0,0,0.0,287,,284,0,0.0,0.0,0.0,627
463,Adam Lallana,50,MID,Southampton,1,136,241,0.0,0,251,100.0,,0,181,16,2.6,0,246,0.06,122,241.0,119,2.5,187,0,23.4,0,57,5,0.07,11.7,0,151,0.18,,0.13,0,0,216,961,0.33,a,1.7,0,0.0,0.0,35,224,0,1.01,0.0,277,1.7,1.2,566,0,False,85,,2024-08-15T14:30:06.184270Z,4.4,0,0,Lallana,0.3,1,2156,0.15,0,0,100.0,136,,109,1,9.0,2.57,1.0,173
464,Juan Larios López,40,DEF,Southampton,0,460,174,0.0,0,436,100.0,,0,250,0,0.0,0,450,0.00,135,200.0,202,0.0,645,0,0.0,0,156,0,0.00,0.0,0,156,0.0,,0.00,0,0,378,1297,0.0,a,0.0,0,0.0,0.1,0,206,0,0.00,0.0,456,0.0,-0.5,476,0,False,152,,2024-08-16T11:00:06.405628Z,0.0,0,0,Larios,0.0,0,3375,0.0,0,0,100.0,157,,157,0,0.0,0.0,0.0,441
465,Mateusz Lis,40,GKP,Southampton,0,424,55,0.0,0,399,0.0,,0,785,0,0.0,0,414,0.00,13,,52,0.0,600,0,0.0,0,39,0,0.00,0.0,0,18,0.0,Transferred to Göztepe,0.00,0,0,340,888,0.0,u,0.0,0,0.0,0.2,0,0,0,0.00,0.0,420,0.0,0.0,383,0,False,37,,2024-08-23T12:38:57.742902Z,0.0,0,0,Lis,0.0,0,9024,0.0,0,0,0.0,39,,39,0,0.0,0.0,0.0,405
466,Joe Lumley,40,GKP,Southampton,0,416,45,0.0,0,390,,,0,693,0,0.0,0,405,0.00,10,241.0,49,0.0,589,0,0.0,0,36,0,0.00,0.0,0,15,0.0,,0.00,0,0,331,6914,0.0,a,0.0,0,0.0,0.3,0,535,0,0.00,0.0,411,0.0,-0.5,309,0,False,34,,,0.0,0,0,Lumley,0.0,0,6227,0.0,0,0,,36,,36,0,0.0,0.0,0.0,396
467,Ryan Manning,44,DEF,Southampton,0,491,178,0.0,0,468,,,0,299,0,0.0,0,482,0.00,167,104.0,132,0.0,536,0,0.0,0,181,0,0.00,0.0,0,181,0.0,,0.00,0,-1,418,486,0.0,a,0.0,0,0.0,0.1,0,49,0,0.00,0.0,488,0.0,-0.5,491,0,False,181,,,0.0,1,0,Manning,0.0,0,3108,0.0,0,0,,183,1.0,183,0,0.0,0.0,0.0,476
468,Sékou Mara,50,FWD,Southampton,0,626,66,0.0,0,622,0.0,,0,456,0,0.0,0,620,0.00,56,,51,0.0,245,0,0.0,0,60,0,0.00,0.0,0,58,0.0,Transferred to Strasbourg,0.00,0,0,606,782,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,624,0.0,0.0,529,0,False,58,,2024-08-26T10:17:11.280625Z,0.0,0,0,Mara,0.0,0,6341,0.0,0,0,0.0,57,,56,0,0.0,0.0,0.0,622
469,Alex McCarthy,45,GKP,Southampton,2,101,53,1.0,0,492,,,0,2049,21,1.35,0,142,0.00,46,241.0,12,3.0,350,0,52.0,0,12,6,0.00,0.0,0,50,0.0,,0.00,0,0,446,11270,0.0,a,1.3,0,3.5,0.2,180,569,0,2.70,0.0,258,1.3,0.8,358,7,False,19,,,5.2,0,2,McCarthy,0.3,0,11481,0.0,0,0,,22,,22,0,0.0,1.0,1.3,190
470,Paul Onuachu,50,FWD,Southampton,0,614,60,0.0,0,609,,,0,945,0,0.0,0,609,0.00,53,157.0,46,0.0,194,0,0.0,0,57,0,0.00,0.0,0,55,0.0,,0.00,0,0,587,4692,0.0,a,0.0,0,0.0,0.1,0,715,0,0.00,0.0,613,0.0,-0.5,429,0,False,54,,,0.0,0,0,Onuachu,0.0,0,6898,0.0,0,0,,54,,53,0,0.0,0.0,0.0,608
471,Will Smallbone,50,MID,Southampton,3,220,215,1.24,0,69,0.0,,0,656,28,1.52,0,254,0.54,74,104.0,137,1.7,216,0,20.6,0,113,5,0.31,56.9,0,56,0.13,Hamstring injury - Expected back 30 Sep,0.85,0,0,125,1254,0.35,i,0.0,0,0.0,0.0,218,26,0,3.67,0.0,146,1.0,0.5,531,0,False,126,1.0,2024-09-14T19:30:06.761619Z,10.9,0,3,Smallbone,0.2,0,3042,0.22,0,0,,81,2.0,116,0,32.0,1.24,1.0,253
472,Jack Stephens,40,DEF,Southampton,8,390,74,1.03,0,158,0.0,,0,13774,4,1.91,1,179,0.10,51,241.0,157,0.5,577,0,42.0,1,122,2,0.23,27.1,0,37,0.06,Suspended until 05 Oct,0.33,0,0,198,82610,0.09,s,0.0,0,0.0,0.8,348,459,0,7.38,0.0,194,0.3,-0.2,208,0,False,102,,2024-09-14T14:00:06.778518Z,8.0,0,4,Stephens,0.1,-2,38107,0.03,0,0,,60,,74,0,11.0,2.07,0.5,321
473,Ross Stewart,45,FWD,Southampton,1,298,24,0.0,0,334,100.0,,0,13343,1,2.64,0,514,0.00,41,243.0,65,1.0,400,0,0.0,0,28,1,0.00,1.2,0,37,0.0,,0.00,0,0,473,147602,0.0,a,0.3,0,0.0,1.7,28,101754,0,0.82,0.0,393,0.3,-0.2,153,0,False,34,,2024-08-15T14:30:06.197749Z,0.1,0,0,Stewart,0.1,1,47937,0.0,0,0,75.0,39,,41,0,0.0,3.21,0.2,337
474,Sugawara Yukinari,45,DEF,Southampton,8,122,114,1.22,0,38,,,0,2536,53,2.38,0,33,0.79,23,108.0,73,2.8,391,0,100.2,0,37,11,0.24,80.6,0,6,0.07,,1.03,0,0,112,18234,0.31,a,3.3,0,0.0,0.3,296,4169,1,7.84,0.0,46,3.3,2.8,312,0,False,23,,,21.5,0,4,Sugawara,0.7,1,8669,0.24,0,1,,6,,9,0,35.0,2.43,2.4,78
475,Charlie Taylor,40,DEF,Southampton,0,275,32,0.0,0,327,,,0,17714,3,1.22,0,381,0.01,89,241.0,160,1.0,581,0,0.8,0,82,1,0.00,1.6,0,106,0.0,,0.01,0,0,278,50521,0.06,a,0.3,0,0.0,4.4,14,4302,0,0.19,0.0,373,0.3,-0.2,84,0,False,103,,,0.4,0,0,Taylor,0.1,0,145894,0.06,0,0,,121,,126,0,2.0,0.0,0.2,322
476,Kyle Walker-Peters,45,DEF,Southampton,8,227,91,1.03,0,138,,,0,2620,30,2.1,0,141,0.17,5,241.0,59,1.5,372,0,52.4,0,66,6,0.20,33.4,0,29,0.05,,0.37,0,0,74,12523,0.09,a,1.3,0,0.0,0.5,350,2080,0,8.15,0.0,104,1.3,0.8,261,0,False,58,,,13.9,0,4,Walker-Peters,0.3,1,16239,0.04,0,0,,23,,52,0,53.0,2.06,1.3,193
477,Nathan Wood-Gordon,40,DEF,Southampton,0,433,62,0.0,0,410,,,0,5465,0,0.0,0,424,0.00,120,241.0,182,0.0,613,0,0.0,0,141,0,0.00,0.0,0,142,0.0,,0.00,0,0,351,55885,0.0,a,0.0,0,0.0,1.5,0,6724,0,0.00,0.0,430,0.0,-0.5,167,0,False,137,,,0.0,0,0,Wood,0.0,0,39844,0.0,0,0,,143,,143,0,0.0,0.0,0.0,414
515,Maxwel Cornet,49,MID,Southampton,1,597,233,0.0,0,317,,,0,199,3,2.84,0,344,0.00,160,54.0,184,0.0,283,0,5.4,1,267,0,0.00,2.0,0,176,0.0,,0.00,0,-1,293,1229,0.0,a,0.0,0,0.0,0.0,26,93,0,0.82,0.0,359,0.0,-0.5,556,0,False,262,,,0.9,1,0,Cornet,0.0,0,1953,0.0,0,0,,180,,172,0,2.0,3.46,0.0,589
518,Flynn Downes,49,MID,Southampton,8,204,191,1.0,0,19,,,0,414,55,2.04,0,113,0.51,97,241.0,200,1.8,301,0,63.8,1,100,7,0.20,110.7,0,16,0.05,,0.71,0,-1,162,1937,0.18,a,1.7,0,0.0,0.1,360,897,0,8.15,0.0,61,1.7,1.2,496,0,False,83,,,19.5,1,4,Downes,0.3,2,2636,0.13,0,0,,40,,42,0,20.0,2.0,1.4,171
584,Ben Brereton Díaz,54,MID,Southampton,7,211,85,1.15,0,67,,,0,4587,24,2.11,0,273,0.12,41,44.0,89,1.8,149,0,16.6,1,106,7,0.50,57.8,0,54,0.14,,0.62,0,-1,68,18342,0.17,a,2.0,0,0.0,0.5,313,2603,0,7.33,0.0,118,2.0,1.5,256,0,False,74,,,13.0,1,4,Brereton Díaz,0.4,2,43557,0.03,0,0,,68,,126,0,55.0,2.01,1.3,155
608,Tyler Dibling,45,MID,Southampton,4,265,95,0.74,0,72,,,0,3337,32,2.52,0,243,0.20,65,241.0,264,1.2,459,0,24.2,0,135,5,0.08,55.9,0,57,0.06,,0.28,0,0,113,37455,0.21,a,1.3,0,0.0,0.4,122,20697,0,3.42,0.0,133,1.3,0.8,288,0,False,98,,,11.6,0,1,Dibling,0.3,2,9546,0.15,0,0,,75,,107,0,35.0,2.95,1.1,201
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,4,252,270,0.65,0,234,,,0,88,20,2.53,0,290,0.10,47,173.0,171,1.3,265,0,14.0,0,130,4,0.18,13.8,0,142,0.12,,0.28,0,0,79,834,0.18,a,1.3,0,0.0,0.0,139,170,0,3.90,0.0,207,1.3,0.8,611,0,False,109,,,7.7,0,1,M.Fernandes,0.3,2,333,0.06,0,0,,106,,135,0,49.0,2.59,0.8,212
82,Dominic Solanke-Mitchell,75,FWD,Spurs,2,195,8,1.0,0,181,100.0,,0,47603,17,0.88,0,261,0.18,17,241.0,6,2.0,16,0,19.0,0,21,4,0.51,20.1,0,17,0.26,,0.69,0,0,44,264679,0.35,a,0.7,0,0.0,7.3,180,84131,0,1.75,0.0,144,0.7,-0.3,58,0,False,33,,2024-08-23T14:00:06.228956Z,11.2,0,2,Solanke,0.1,2,2238488,0.09,0,0,100.0,20,,22,0,74.0,1.0,0.5,316
478,Ashley Phillips,40,DEF,Spurs,0,466,110,0.0,0,442,0.0,,0,2246,0,0.0,0,456,0.00,141,,208,0.0,652,0,0.0,0,161,0,0.00,0.0,0,161,0.0,Loaned to Stoke City,0.00,0,0,385,8361,0.0,u,0.0,0,0.0,0.3,0,0,0,0.00,0.0,462,0.0,0.0,305,0,False,157,,2024-08-26T10:10:07.966773Z,0.0,0,0,A.Phillips,0.0,0,29337,0.0,0,0,0.0,162,,162,0,0.0,0.0,0.0,447
